StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q2_Consent2,Q3_Age,Q4_Gender,Q5_Edu_level,Q8_Emp,Q10_Trust_1,Q10_Trust_2,Q10_Trust_3,Q10_Trust_4,Q11_WE_Home,Q12_WE_Visit,Q13_WE_Emp,Q14_WE_Invest,Q17_Know_1,Q17_Know_2,Q17_Know_3,Q17_Know_4,Q17_Know_5,Q17_Know_6,Q20_Env_Concern_1,Q20_Env_Concern_2,Q20_Env_Concern_3,Q20_Env_Concern_4,Q20_Env_Concern_5,Q20_Env_Concern_DO,Q24_SA_Att_1,Q24_SA_Att_2,Q24_SA_Att_3,Q24_SA_Att_4,Q24_SA_Att_5,Q25_SA_Fact_1,Q25_SA_Fact_2,Q25_SA_Fact_3,Q25_SA_Fact_4,Q25_SA_Fact_5,Q25_SA_Fact_6,Q25_SA_Fact_7,Q25_SA_Fact_8,Q25_SA_Fact_DO,Q26_SA_Behav_1,Q26_SA_Behav_2,Q26_SA_Behav_3,Q26_SA_Behav_4,Q26_SA_Behav_5,Q26_SA_Behav_DO,Q28_Acc_1,Q28_Acc_2,Q28_Acc_DO,Q29_Eco_Perc_1,Q29_Eco_Perc_2,Q29_Eco_Perc_3,Q29_Eco_Perc_4,Q29_Eco_Perc_5,Q29_Eco_Perc_6,Q29_Eco_Perc_7,Q30_Env_Id_1,Q30_Env_Id_2,Q30_Env_Id_3,Q30_Env_Id_4,Q30_Env_Id_5,Q30_Env_Id_6,Q30_Env_Id_7,Q30_Env_Id_8,Q30_Env_Id_9,Q30_Env_Id_10,Q30_Env_Id_11,Q30_Env_Id_DO,Q31_Check,Q31_Check_DO,Q32_Social_Norm_1,Q32_Social_Norm_2,Q32_Social_Norm_3,Q33_Comm_ID_1,Q33_Comm_ID_2,Q33_Comm_ID_3,FL_24_DO
2024-10-24 12:05:55,2024-10-24 12:18:01,0,100,725,1,2024-10-24 12:18:01,R_3PN6UfSD8azCe71,anonymous,EN,0.5,,0,0,,1,39,1,2,1,1,3,1,1,1,2,1,1,5,3,3,1,1,5,1,1,2,5,2,4|3|5|2|1,5,2,1,1,1,7,6,6,6,6,6,6,6,3|8|5|2|4|6|7|1,2,3,2,3,2,2|1|4|3|5,2,5,2|1,3,3,1,4,4,3,5,7,7,7,7,6,7,7,7,7,7,7,11|4|8|10|7|9|5|1|3|6|2,1,4|3|1|2,1,3,3,3,4,3,Condition2_Env
2024-10-24 13:18:04,2024-10-24 13:25:46,0,100,461,1,2024-10-24 13:25:46,R_YaVdC3n45E4su65,anonymous,EN,1,,0,0,,1,27,2,7,1,4,5,5,3,1,2,1,1,1,1,1,1,4,2,1,1,1,4,1,5|1|4|2|3,5,5,4,4,3,7,7,7,7,7,7,6,6,5|1|3|2|7|8|6|4,5,3,3,1,1,2|1|3|4|5,5,5,1|2,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,11|2|1|10|3|8|7|9|6|4|5,4,4|3|2|1,5,4,5,4,4,4,Condition3_Ctrl
2024-10-24 14:04:23,2024-10-24 14:13:26,0,100,543,1,2024-10-24 14:13:26,R_1Qt1xlrobagXR4i,anonymous,EN,1,,0,95,,1,42,1,7,7,4,5,5,4,1,2,3,2,3,1,1,2,4,5,2,1,1,4,3,4|1|5|2|3,5,5,5,5,4,6,7,5,6,7,6,6,6,3|7|1|2|5|6|8|4,1,5,5,1,4,2|1|4|3|5,5,5,2|1,5,5,3,3,2,3,1,7,7,6,6,6,7,5,7,6,7,7,4|3|10|11|6|9|8|5|2|1|7,4,1|2|3|4,5,3,5,4,4,4,Condition1_Eco
2024-10-23 21:55:10,2024-10-24 15:22:59,0,100,62868,1,2024-10-24 15:23:00,R_264isqJlOixQdFb,anonymous,EN,1,,0,0,,1,46,1,2,1,2,3,4,1,1,2,1,1,5,3,3,2,3,2,2,3,2,1,4,3|5|2|4|1,4,4,3,2,2,7,6,6,6,7,6,7,7,3|7|1|4|6|5|2|8,2,4,4,3,2,3|4|1|2|5,4,5,2|1,4,3,1,4,3,1,1,7,6,6,6,6,7,7,6,6,6,6,7|10|1|2|11|5|9|3|6|8|4,2,1|4|3|2,2,3,3,3,4,3,Condition1_Eco
2024-10-24 15:26:22,2024-10-24 15:41:21,0,100,898,1,2024-10-24 15:41:21,R_2bOEbZD1H4mYyAU,anonymous,EN,1,,0,0,,1,35,1,2,1,1,2,1,1,1,2,1,1,5,4,3,2,2,5,1,3,1,2,5,5|2|4|3|1,2,1,1,1,1,7,5,7,6,7,6,7,7,6|4|8|2|1|5|3|7,1,1,1,4,4,4|1|2|3|5,1,2,1|2,1,1,1,1,2,1,6,7,7,7,7,7,7,7,7,7,7,7,9|8|3|1|10|2|11|5|4|6|7,1,4|1|3|2,3,4,2,3,5,5,Condition2_Env
2024-10-24 18:29:30,2024-10-24 18:42:15,0,100,764,1,2024-10-24 18:42:16,R_RstAh2Xp0X6waEV,anonymous,EN,1,,0,10,,1,71,1,5,4,4,4,4,3,1,2,1,2,1,1,1,1,5,5,1,2,1,4,1,4|3|5|2|1,5,5,5,5,5,6,6,5,6,2,6,6,4,1|4|7|5|8|2|6|3,4,5,5,1,4,3|4|1|2|5,5,5,2|1,2,1,2,3,4,1,1,5,5,6,4,5,6,6,5,5,5,6,3|9|1|6|2|4|11|8|7|5|10,1,3|2|4|1,4,4,4,4,3,3,Condition3_Ctrl
2024-10-24 19:53:31,2024-10-24 20:06:08,0,100,757,1,2024-10-24 20:06:09,R_0f9QkrTdoBmZnbP,anonymous,EN,1,,0,0,,1,58,1,2,1,1,5,3,1,2,2,1,3,2,1,2,2,3,5,1,2,2,2,2,4|1|5|3|2,5,4,2,1,1,6,6,6,6,6,6,1,6,7|6|2|5|1|3|4|8,1,5,5,4,5,4|2|1|3|5,5,1,2|1,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,5|2|10|7|11|8|1|4|3|6|9,2,2|3|4|1,5,5,5,5,5,5,Condition1_Eco
2024-10-24 21:28:15,2024-10-24 21:43:40,0,100,925,1,2024-10-24 21:43:41,R_3nTRHJJUGadFosa,anonymous,EN,1,,0,0,,1,53,1,5,1,3,2,2,3,1,2,1,2,1,1,1,2,5,5,2,2,1,4,2,3|4|1|2|5,5,5,5,4,3,4,6,5,7,6,4,7,5,5|7|4|6|3|8|2|1,4,5,5,1,3,3|4|1|2|5,5,5,1|2,1,1,1,3,5,2,2,6,5,5,6,6,7,4,4,5,5,6,5|7|3|6|1|10|4|2|8|9|11,1,1|3|4|2,1,3,5,2,2,2,Condition2_Env
2024-10-24 21:41:05,2024-10-24 22:56:54,0,100,4549,1,2024-10-24 22:56:55,R_1jJlDk15vsTBzCW,anonymous,EN,0.8999999761581421,,0,0,,1,62,1,1,4,2,1,3,2,2,1,1,1,4,1,1,1,5,5,2,1,1,5,2,3|2|5|1|4,2,4,1,1,1,7,5,7,6,5,6,6,6,3|5|7|2|1|8|4|6,3,4,4,3,4,3|4|2|1|5,2,5,1|2,1,3,1,4,3,1,1,7,7,7,7,7,7,7,7,7,7,7,6|11|1|2|3|8|4|5|7|9|10,4,3|4|1|2,5,5,2,5,4,5,Condition2_Env
2024-10-25 06:56:12,2024-10-25 07:07:55,0,100,702,1,2024-10-25 07:07:56,R_1E4BWpTlVhp9ptz,anonymous,EN,1,,0,0,,1,41,2,4,1,2,3,4,3,1,2,2,1,2,1,1,2,3,5,1,1,1,5,1,2|3|4|1|5,5,5,5,5,5,6,7,6,6,7,6,6,6,3|2|8|5|6|7|1|4,4,4,4,2,4,4|1|3|2|5,5,5,2|1,2,2,2,4,4,3,4,7,6,6,7,7,6,7,7,7,7,7,4|3|2|1|7|11|10|5|8|9|6,4,3|1|4|2,4,4,4,3,3,4,Condition3_Ctrl
2024-10-25 07:19:39,2024-10-25 07:27:16,0,100,457,1,2024-10-25 07:27:17,R_3iEbxlBPNIpwZsY,anonymous,EN,1,,0,0,,1,41,1,7,1,2,3,4,1,1,2,2,2,2,3,2,2,3,4,2,1,1,5,3,1|5|3|2|4,4,3,4,2,1,7,7,6,6,7,7,7,7,3|4|7|2|5|6|8|1,3,4,5,2,5,4|2|3|1|5,4,5,1|2,6,3,1,4,4,1,6,7,6,7,7,7,7,6,7,7,7,7,8|11|9|10|1|6|7|5|3|4|2,1,4|3|2|1,2,3,3,4,5,3,Condition1_Eco
2024-10-25 07:25:39,2024-10-25 07:40:24,0,100,885,1,2024-10-25 07:40:25,R_2xRHfkjQpa5YFAB,anonymous,EN,0.699999988079071,,0,0,,1,47,2,9,1,2,4,3,3,1,2,1,3,3,3,2,4,2,3,1,1,1,4,1,2|5|3|4|1,4,4,4,2,1,7,7,7,7,7,7,7,7,1|4|5|2|3|6|7|8,3,5,5,2,5,2|3|1|4|5,4,4,2|1,3,3,3,3,4,4,3,7,7,7,7,7,7,7,7,7,7,7,3|5|6|8|11|1|4|2|10|7|9,1,2|4|3|1,2,3,5,4,4,4,Condition2_Env
2024-10-25 07:41:33,2024-10-25 07:52:02,0,100,628,1,2024-10-25 07:52:02,R_1jjtBb3Toqd008z,anonymous,EN,1,,0,0,,1,50,1,7,1,4,2,5,4,1,2,2,2,2,1,3,1,3,4,1,1,5,1,5,3|5|2|1|4,5,5,5,2,1,7,6,7,6,7,7,6,6,8|4|1|2|7|5|3|6,2,4,5,1,4,2|4|1|3|5,5,2,2|1,2,2,2,1,4,3,5,7,6,7,7,7,6,7,7,7,7,7,7|8|10|6|2|1|9|5|3|4|11,3,1|3|4|2,4,3,4,2,4,3,Condition3_Ctrl
2024-10-25 10:19:34,2024-10-25 10:36:14,0,100,999,1,2024-10-25 10:36:14,R_2TTXPR7ustxBSzl,anonymous,EN,0.6000000238418579,,0,75,,1,38,1,7,1,1,2,1,1,1,2,2,2,4,1,1,2,3,5,2,1,1,5,1,1|4|5|3|2,5,5,5,3,2,7,7,3,7,2,6,7,7,5|4|8|1|6|3|2|7,4,5,4,1,4,2|3|1|4|5,3,3,1|2,1,1,1,4,3,1,5,7,7,7,7,7,7,7,6,7,7,7,11|8|4|10|6|9|2|3|1|7|5,2,3|2|1|4,1,1,5,2,3,1,Condition1_Eco
2024-10-25 12:15:56,2024-10-25 12:28:06,0,100,729,1,2024-10-25 12:28:07,R_2cjcuVD7nXtBvZv,anonymous,EN,0.8999999761581421,,0,0,,1,67,2,7,1,1,3,1,1,1,1,1,1,3,2,2,2,4,3,3,2,2,3,3,4|5|1|2|3,4,5,3,4,3,4,5,4,6,4,6,6,4,8|5|6|3|4|7|1|2,1,4,4,3,4,2|4|3|1|5,5,5,2|1,3,2,2,2,4,3,6,7,7,6,7,7,7,6,6,6,7,7,11|2|5|3|1|8|10|7|9|6|4,4,2|4|3|1,3,3,5,3,3,4,Condition3_Ctrl
2024-10-25 15:45:01,2024-10-25 15:50:53,0,100,351,1,2024-10-25 15:50:53,R_2YRqhZXi8k9hvdX,anonymous,EN,1,,0,5,,1,26,1,4,1,2,2,3,2,1,2,3,2,4,1,2,4,3,4,2,1,2,4,1,2|1|5|4|3,5,5,4,4,4,6,7,6,7,6,6,6,4,5|8|6|1|3|7|2|4,2,4,2,2,3,4|3|1|2|5,4,5,1|2,1,2,2,5,4,4,2,7,7,6,6,6,7,7,6,7,7,7,10|2|1|11|4|8|5|3|9|6|7,2,1|4|3|2,5,5,2,2,3,2,Condition1_Eco
2024-10-25 23:23:40,2024-10-25 23:36:50,0,100,789,1,2024-10-25 23:36:50,R_3hAW6yAvLHaGvhM,anonymous,EN,1,,0,0,,1,55,1,5,1,4,2,5,4,1,2,1,1,1,1,1,1,4,5,2,1,1,5,1,4|1|5|3|2,5,5,5,5,5,4,6,2,4,2,5,4,5,7|1|5|3|4|2|8|6,3,2,5,1,2,1|2|3|4|5,5,5,1|2,1,1,1,3,5,2,5,6,6,7,7,7,7,7,7,6,6,6,4|11|2|6|3|8|5|1|9|7|10,1,2|1|4|3,5,2,5,3,4,4,Condition2_Env
2024-10-26 11:39:41,2024-10-26 11:47:16,0,100,455,1,2024-10-26 11:47:17,R_2Bb9YQsEz8D8Ah1,anonymous,EN,0.30000001192092896,,0,0,,1,27,1,5,1,1,1,1,1,2,2,3,2,1,2,3,1,5,4,3,4,4,1,3,5|4|1|3|2,5,4,4,3,4,2,2,5,2,6,1,3,5,6|4|2|7|1|5|8|3,2,1,1,3,3,3|2|1|4|5,1,5,2|1,5,4,3,3,4,4,2,1,1,1,4,1,4,1,1,1,4,4,3|6|7|9|5|2|11|10|4|1|8,2,2|1|3|4,2,1,4,1,2,3,Condition2_Env
2024-10-26 13:28:57,2024-10-26 13:39:43,0,100,646,1,2024-10-26 13:39:44,R_yD94kHGTHorzzd7,anonymous,EN,1,,0,0,,1,58,1,6,1,2,2,2,2,1,2,1,1,5,3,2,4,2,4,2,1,1,5,4,5|4|1|3|2,2,1,1,1,1,7,7,7,5,7,6,5,6,2|5|8|1|4|7|6|3,1,2,1,4,4,1|2|4|3|5,1,1,1|2,3,3,3,3,5,5,5,7,7,7,7,7,7,7,7,7,7,7,10|3|8|5|9|6|11|4|2|7|1,2,4|2|3|1,4,1,1,4,4,4,Condition1_Eco
2024-10-26 13:44:19,2024-10-26 15:26:25,0,100,6126,1,2024-10-26 15:26:25,R_bpijB7LsYxG5bW1,anonymous,EN,1,,0,0,,1,53,2,9,1,2,3,2,2,1,2,1,1,3,1,1,1,3,5,2,1,1,5,3,5|1|2|4|3,2,2,1,1,1,6,7,6,5,6,6,6,6,4|2|1|8|3|7|5|6,1,2,3,3,4,3|4|1|2|5,2,1,2|1,3,2,2,5,5,2,4,7,7,7,7,7,7,7,7,7,7,7,8|10|5|4|1|11|6|2|3|7|9,4,4|1|2|3,2,3,3,3,4,2,Condition3_Ctrl
2024-10-26 16:11:45,2024-10-26 16:45:14,0,100,2008,1,2024-10-26 16:45:14,R_3fDXuchYmZc72nW,anonymous,EN,1,,0,0,,1,53,1,7,1,4,4,3,4,1,1,1,2,3,2,2,3,4,5,3,1,2,4,2,2|1|3|5|4,5,5,5,4,4,7,6,6,6,7,5,6,7,7|8|5|1|4|6|3|2,4,5,5,2,5,4|2|3|1|5,5,5,2|1,4,4,2,3,5,4,5,7,6,6,7,6,7,7,7,7,7,7,5|6|1|3|8|2|7|9|4|10|11,4,4|3|2|1,1,2,4,2,2,4,Condition3_Ctrl
2024-10-26 18:34:19,2024-10-26 18:43:53,0,100,573,1,2024-10-26 18:43:53,R_UKiHxMKZnt8u0ut,anonymous,EN,1,,0,0,,1,25,1,4,1,4,2,4,3,1,2,3,1,1,1,1,1,3,3,1,1,2,2,2,5|3|2|1|4,4,4,4,4,4,6,4,3,2,1,6,5,7,8|2|4|6|1|3|7|5,1,2,2,1,1,3|2|4|1|5,5,5,1|2,3,2,1,4,3,6,6,7,7,6,7,7,7,7,7,7,7,7,8|5|3|1|9|7|10|11|6|2|4,2,1|2|3|4,2,5,2,3,3,3,Condition1_Eco
2024-10-27 11:22:23,2024-10-27 11:35:15,0,100,771,1,2024-10-27 11:35:15,R_4GCRWwlP59FLWox,anonymous,EN,1,,0,0,,1,55,1,4,1,4,4,4,3,1,2,1,1,3,1,1,3,3,5,2,1,1,5,3,4|1|5|3|2,4,4,4,4,4,4,4,6,7,4,7,5,7,4|6|3|7|8|1|5|2,2,3,4,3,4,1|2|4|3|5,4,5,1|2,2,2,1,3,4,3,6,7,6,4,7,6,7,7,7,7,7,7,3|2|5|11|8|6|4|10|7|1|9,1,3|2|4|1,4,3,4,3,4,3,Condition2_Env
2024-10-27 12:58:45,2024-10-27 13:17:15,0,100,1110,1,2024-10-27 13:17:16,R_1dd92FaTN4Sh4Ht,anonymous,EN,1,,0,0,,1,84,,4,1,5,5,4,5,1,1,1,3,2,1,1,3,5,5,1,1,1,5,4,3|2|4|5|1,5,5,5,5,5,3,1,1,7,1,5,4,7,3|1|4|8|7|5|2|6,5,5,5,1,5,4|3|1|2|5,5,5,1|2,2,4,1,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,11|1|2|4|9|5|3|8|6|7|10,4,3|4|2|1,2,2,5,5,5,5,Condition3_Ctrl
2024-10-27 18:18:24,2024-10-27 18:27:31,0,100,547,1,2024-10-27 18:27:32,R_1eDlXcGJ3OcTmfF,anonymous,EN,1,,0,0,,1,50,2,7,1,4,4,3,3,2,2,1,2,3,2,1,3,2,4,4,1,1,4,3,2|4|5|1|3,5,4,4,3,3,5,5,5,5,4,4,5,6,5|8|3|2|4|1|6|7,2,4,4,3,3,1|2|4|3|5,4,4,2|1,4,3,2,4,5,3,2,7,7,7,7,6,7,7,7,7,7,7,1|10|6|2|4|7|9|8|11|5|3,1,1|2|4|3,3,3,5,4,4,3,Condition2_Env
2024-10-28 06:31:29,2024-10-28 07:15:19,0,100,2629,1,2024-10-28 07:15:20,R_emQLFoKpbDApP3P,anonymous,EN,1,,0,75,,1,46,2,3,1,4,4,4,4,1,1,1,1,3,4,2,3,3,3,2,2,2,3,3,1|4|5|3|2,4,4,4,4,4,6,6,6,6,7,6,5,4,8|7|1|4|6|2|3|5,4,4,4,4,4,4|3|1|2|5,3,3,2|1,3,4,3,3,4,4,4,6,6,4,6,6,6,6,5,4,4,4,3|10|9|11|4|7|1|8|6|2|5,4,1|2|3|4,2,1,1,4,4,4,Condition1_Eco
2024-10-28 15:32:36,2024-10-28 16:23:53,0,100,3076,1,2024-10-28 16:23:54,R_3CGXRlh6xbK5Wo4,anonymous,EN,0.8999999761581421,,0,0,,1,71,1,3,4,2,2,3,2,1,2,3,3,4,1,2,4,5,5,1,1,2,4,1,4|3|1|2|5,4,3,3,3,3,6,6,6,6,7,6,6,6,6|7|2|8|4|1|5|3,3,4,3,3,3,3|2|4|1|5,4,4,2|1,1,1,1,2,3,3,2,7,7,7,4,7,7,7,7,7,7,7,2|11|6|9|8|7|5|1|4|3|10,4,2|3|1|4,2,3,3,3,3,4,Condition2_Env
2024-10-22 07:38:24,2024-10-22 07:40:16,0,12,112,0,2024-10-29 06:40:24,R_2YgGsmjqXJSCBPD,anonymous,EN,1,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 08:40:10,2024-10-22 08:40:53,0,46,42,0,2024-10-29 07:40:55,R_3kmMbCPqGDxg3Tp,anonymous,EN,,true,89,0,2024-10-22 06:26:08,1,34,,,,3,3,3,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 11:13:49,2024-10-22 11:16:30,0,12,160,0,2024-10-29 10:16:33,R_XG5ScnNiGYAA2GZ,anonymous,EN,0.8999999761581421,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29 09:38:54,2024-10-29 14:12:11,0,100,16397,1,2024-10-29 14:12:12,R_3CEgToHtsaQeZvW,anonymous,EN,0.8999999761581421,,0,5,,1,45,1,2,1,1,1,4,2,1,2,1,2,3,3,3,3,3,3,2,1,1,2,2,2|4|1|3|5,5,5,1,1,1,5,7,6,7,7,2,6,5,5|8|7|1|3|4|2|6,2,2,3,1,3,4|2|1|3|5,3,5,1|2,5,5,3,3,3,4,5,7,7,7,7,7,7,7,7,7,7,7,4|5|1|8|2|11|6|3|7|10|9,1,1|2|4|3,2,2,3,3,4,4,Condition3_Ctrl
2024-10-22 19:05:48,2024-10-22 19:06:44,0,62,54,0,2024-10-29 18:06:45,R_3MaN3XB1iQeH3lX,anonymous,EN,0.6000000238418579,,0,0,,1,43,1,7,1,1,1,2,1,1,1,3,3,2,1,1,4,4,3,5,1,4,2,2,1|5|4|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition1_Eco
2024-10-30 14:54:17,2024-10-30 15:08:27,0,100,849,1,2024-10-30 15:08:28,R_2uKdVc1Oeltw1mQ,anonymous,EN,1,,0,0,,1,68,1,7,1,4,3,3,2,1,2,1,2,4,1,2,2,3,4,4,2,1,5,1,5|3|1|2|4,5,5,5,4,4,6,7,5,6,7,6,5,5,5|6|1|2|4|8|7|3,2,4,4,1,4,1|2|4|3|5,1,1,2|1,3,2,1,4,5,2,5,7,7,6,7,7,7,6,7,7,7,6,5|2|8|10|4|11|3|1|6|7|9,2,1|4|2|3,4,4,5,3,3,2,Condition1_Eco
2024-10-23 16:13:10,2024-10-23 16:13:17,0,12,6,0,2024-10-30 15:13:19,R_3fjz5MlrDPF962B,anonymous,EN,1,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-23 17:15:24,2024-10-23 17:17:27,0,8,122,0,2024-10-30 16:17:32,R_umtr7EMnVYZdzdT,anonymous,EN,0.800000011920929,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-23 17:15:19,2024-10-23 17:28:13,0,73,774,0,2024-10-30 16:28:16,R_4OQuuNnADUL8mw9,anonymous,EN,0.10000000149011612,,0,0,,1,73,1,4,4,1,2,2,2,1,2,1,1,5,4,3,4,2,4,1,3,1,3,3,4|5|1|3|2,3,2,1,1,1,7,4,6,4,4,4,6,6,3|5|8|6|2|4|7|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition2_Env
2024-10-30 16:38:58,2024-10-30 16:48:54,0,100,595,1,2024-10-30 16:48:55,R_1QGvlDqTBDA9iez,anonymous,EN,0.800000011920929,,0,0,,1,68,2,4,4,1,2,2,1,1,2,1,1,4,2,3,4,1,5,4,1,1,5,4,4|2|1|5|3,4,2,1,1,1,7,6,7,3,7,6,7,6,8|7|2|4|1|3|6|5,1,1,1,4,4,1|2|3|4|5,4,3,2|1,3,3,2,2,1,1,1,7,7,7,7,7,7,7,7,7,7,7,9|8|7|1|4|11|10|6|2|5|3,2,2|1|3|4,3,5,2,4,4,3,Condition2_Env
2024-10-23 17:56:59,2024-10-23 18:00:07,0,62,187,0,2024-10-30 17:00:10,R_3hlux3je2zFvJDs,anonymous,EN,0.8999999761581421,,0,30,,1,48,1,7,1,3,3,3,3,1,2,1,1,1,1,1,1,4,4,2,1,1,5,1,5|2|1|3|4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition3_Ctrl
2024-10-23 18:20:02,2024-10-23 18:29:29,0,46,567,0,2024-10-30 17:29:32,R_2AYEcsmpz7S4r0f,anonymous,EN,1,,0,0,,1,67,2,7,4,3,3,4,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-23 20:14:15,2024-10-23 20:18:12,0,69,236,0,2024-10-30 19:18:19,R_XOjkeGazlpPhkoF,anonymous,EN,1,,0,0,,1,64,1,7,1,4,3,3,2,1,2,2,1,2,1,1,1,4,5,2,1,1,5,1,2|3|5|4|1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition1_Eco
2024-10-23 20:39:15,2024-10-23 20:39:38,0,8,22,0,2024-10-30 19:39:42,R_1lrGP7CiQGX08Wj,anonymous,EN,0.8999999761581421,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-23 21:01:27,2024-10-23 21:02:26,0,65,58,0,2024-10-30 20:02:30,R_6mawYUbAfUg9DuV,anonymous,EN,1,,0,0,,1,38,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,4,4,4,4,1|5|3|4|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition2_Env
2024-10-23 21:49:00,2024-10-23 22:01:08,0,46,727,0,2024-10-30 21:01:10,R_1IuY5qOOsL7JXyd,anonymous,EN,1,,0,0,,1,56,1,2,1,2,4,1,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-23 20:58:03,2024-10-23 22:01:12,0,46,3788,0,2024-10-30 21:01:20,R_2wuePpi1Sk1kfrz,anonymous,EN,0.20000000298023224,,0,0,,1,43,1,2,1,2,4,1,3,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-24 06:59:48,2024-10-24 07:03:16,0,69,207,0,2024-10-31 06:03:19,R_3lMQinRVMqBT2Mv,anonymous,EN,1,,0,0,,1,53,1,7,1,2,1,3,2,1,1,1,2,4,2,2,4,4,4,1,2,4,4,3,5|1|3|4|2,4,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition2_Env
2024-10-24 08:12:42,2024-10-24 08:13:04,0,12,21,0,2024-10-31 07:13:04,R_2YkT1r4dVvEjF3d,anonymous,EN,1,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-24 08:07:46,2024-10-24 08:18:03,0,73,617,0,2024-10-31 07:18:04,R_1LZ4WIyeq1QLkKb,anonymous,EN,1,,0,0,,1,66,1,3,4,2,2,3,3,1,1,1,1,2,4,4,4,3,4,4,2,4,4,2,2|1|4|5|3,3,3,4,4,4,5,6,4,3,4,4,5,6,3|4|5|1|2|8|7|6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition3_Ctrl
2024-10-24 08:56:38,2024-10-24 09:02:27,0,62,349,0,2024-10-31 08:02:32,R_2qz7zHLzGlmT3To,anonymous,EN,1,,0,0,,1,71,1,4,4,2,1,1,2,1,2,3,3,1,1,1,1,4,5,2,1,1,4,1,5|1|2|4|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition1_Eco
2024-10-24 09:33:33,2024-10-24 09:35:54,0,46,141,0,2024-10-31 08:36:00,R_2ysE3lEQ2y4Q7EJ,anonymous,EN,1,,0,0,,1,55,1,8,1,2,2,4,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31 10:38:33,2024-10-31 11:04:27,0,100,1554,1,2024-10-31 11:04:28,R_A6AFVdH2IYxwlYB,anonymous,EN,1,,0,25,,1,27,1,4,1,2,3,4,2,1,2,1,3,2,1,1,2,5,5,1,1,3,5,1,1|4|3|2|5,5,5,4,1,1,7,6,7,5,1,4,6,6,7|1|4|8|6|5|3|2,4,4,3,4,4,2|4|3|1|5,5,4,2|1,2,3,3,4,4,2,5,6,6,5,7,6,6,5,6,7,7,5,9|2|3|1|4|5|8|10|7|6|11,4,4|3|1|2,3,4,4,3,4,5,Condition3_Ctrl
2024-10-24 14:54:25,2024-10-24 14:59:15,0,12,290,0,2024-10-31 13:59:17,R_10pwwMvu5bpbYH3,anonymous,EN,1,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
